Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","686","Senegal","5510","Production","01251","Carrots and turnips","2016","2016","t","7116","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01251","Carrots and turnips","2017","2017","ha","1527","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01251","Carrots and turnips","2017","2017","kg/ha","7858.2","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01251","Carrots and turnips","2017","2017","t","12000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01251","Carrots and turnips","2018","2018","ha","2144","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01251","Carrots and turnips","2018","2018","kg/ha","7461.1","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01251","Carrots and turnips","2018","2018","t","16000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01251","Carrots and turnips","2019","2019","ha","2411","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01251","Carrots and turnips","2019","2019","kg/ha","7085.8","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01251","Carrots and turnips","2019","2019","t","17085","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","3258","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01251","Carrots and turnips","2020","2020","kg/ha","6844.4","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01251","Carrots and turnips","2020","2020","t","22300","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01251","Carrots and turnips","2021","2021","ha","3768","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01251","Carrots and turnips","2021","2021","kg/ha","7962.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01251","Carrots and turnips","2021","2021","t","30000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01251","Carrots and turnips","2022","2022","ha","3579","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01251","Carrots and turnips","2022","2022","kg/ha","7962.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01251","Carrots and turnips","2022","2022","t","28500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01251","Carrots and turnips","2023","2023","ha","3514","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01251","Carrots and turnips","2023","2023","kg/ha","7962.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01251","Carrots and turnips","2023","2023","t","27982.39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2005","2005","ha","17851","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2005","2005","kg/ha","305.2","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2005","2005","t","5448.15","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2006","2006","ha","17878","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2006","2006","kg/ha","310.2","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2006","2006","t","5545.25","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2007","2007","ha","16200","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2007","2007","kg/ha","308.6","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2007","2007","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2008","2008","ha","16200","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2008","2008","kg/ha","311.7","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2008","2008","t","5050","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2009","2009","ha","16300","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2009","2009","kg/ha","337.4","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2009","2009","t","5500","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2010","2010","ha","16400","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2010","2010","kg/ha","365.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2010","2010","t","6000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2011","2011","ha","16500","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2011","2011","kg/ha","393.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2011","2011","t","6500","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2012","2012","ha","17000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2012","2012","kg/ha","391.2","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2012","2012","t","6650","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2013","2013","ha","19253","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2013","2013","kg/ha","375.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2013","2013","t","7237.12","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2014","2014","ha","20163","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2014","2014","kg/ha","379.2","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2014","2014","t","7645.16","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2015","2015","ha","21369","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2015","2015","kg/ha","384.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2015","2015","t","8224.71","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2016","2016","ha","25563","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2016","2016","kg/ha","391.2","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2016","2016","t","10000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2017","2017","ha","22365","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2017","2017","kg/ha","385.6","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2017","2017","t","8623.29","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2018","2018","ha","23099","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2018","2018","kg/ha","387.4","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2018","2018","t","8949.33","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2019","2019","ha","22770","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2019","2019","kg/ha","394.3","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2019","2019","t","8978.62","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2020","2020","ha","22833","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2020","2020","kg/ha","399.7","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2020","2020","t","9127.06","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2021","2021","ha","22901","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2021","2021","kg/ha","392","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2021","2021","t","8976.65","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2022","2022","ha","22529","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2022","2022","kg/ha","404.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2022","2022","t","9114.07","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01372","Cashew nuts, in shell","2023","2023","ha","22669","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01372","Cashew nuts, in shell","2023","2023","kg/ha","408.1","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01372","Cashew nuts, in shell","2023","2023","t","9251.49","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2005","2005","ha","26040","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2005","2005","kg/ha","10808.3","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2005","2005","t","281448","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2006","2006","ha","19464","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2006","2006","kg/ha","6167.3","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2006","2006","t","120041","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2007","2007","ha","61248","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2007","2007","kg/ha","5033.8","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2007","2007","t","308312","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2008","2008","ha","113205","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2008","2008","kg/ha","8134.5","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2008","2008","t","920866","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2009","2009","ha","32418","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2009","2009","kg/ha","8190.9","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2009","2009","t","265533","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2010","2010","ha","25206","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2010","2010","kg/ha","7190.2","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2010","2010","t","181236.12","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2011","2011","ha","20672","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2011","2011","kg/ha","7492.2","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2011","2011","t","154879","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2012","2012","ha","23600","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2012","2012","kg/ha","8240.3","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2012","2012","t","194472","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2013","2013","ha","23600","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2013","2013","kg/ha","8028.3","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2013","2013","t","189469","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2014","2014","ha","20868","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2014","2014","kg/ha","6997.8","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2014","2014","t","146031","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2015","2015","ha","31394","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2015","2015","kg/ha","8194.5","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2015","2015","t","257259","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2016","2016","ha","40268","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2016","2016","kg/ha","10916.1","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2016","2016","t","439571","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2017","2017","ha","60513","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2017","2017","kg/ha","11487.1","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2017","2017","t","695120","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2018","2018","ha","63857","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2018","2018","kg/ha","11908.7","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2018","2018","t","760455","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2019","2019","ha","86624","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2019","2019","kg/ha","11818.2","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2019","2019","t","1023738","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","96476","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2020","2020","kg/ha","13956.6","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2020","2020","t","1346474.34","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2021","2021","ha","96203","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2021","2021","kg/ha","13813.4","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2021","2021","t","1328888.71","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2022","2022","ha","96746","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2022","2022","kg/ha","13672.9","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2022","2022","t","1322803","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01520.01","Cassava, fresh","2023","2023","ha","95535","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01520.01","Cassava, fresh","2023","2023","kg/ha","14122.7","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01520.01","Cassava, fresh","2023","2023","t","1349212.14","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2005","2005","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2005","2005","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2006","2006","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2006","2006","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2007","2007","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2007","2007","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2008","2008","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2008","2008","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2009","2009","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2009","2009","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2010","2010","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2010","2010","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2011","2011","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2011","2011","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2012","2012","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2012","2012","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2013","2013","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2013","2013","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2014","2014","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2014","2014","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2015","2015","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2015","2015","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2016","2016","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2016","2016","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2017","2017","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2017","2017","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2018","2018","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2018","2018","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2019","2019","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2019","2019","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2020","2020","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2020","2020","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2021","2021","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2021","2021","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2022","2022","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01199.90","Cereals n.e.c.","2023","2023","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01199.90","Cereals n.e.c.","2023","2023","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2005","2005","ha","600","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2005","2005","kg/ha","8008.3","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2005","2005","t","4805","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2006","2006","ha","724","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2006","2006","kg/ha","8011","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2006","2006","t","5800","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2007","2007","ha","400","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2007","2007","kg/ha","6250","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2007","2007","t","2500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2008","2008","ha","700","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2008","2008","kg/ha","6565.8","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2008","2008","t","4596.07","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2009","2009","ha","580","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2009","2009","kg/ha","8139.8","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2009","2009","t","4721.07","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2010","2010","ha","681","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2010","2010","kg/ha","7665","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2010","2010","t","5216.87","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2011","2011","ha","499","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2011","2011","kg/ha","7251.1","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2011","2011","t","3620","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2012","2012","ha","607","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2012","2012","kg/ha","7256.8","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2012","2012","t","4405.56","I","Value imputed by a receiving agency",""
